"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","block_id","shape_id","jp_trip_desc","jp_trip_desc_symbol","jp_office_id","wheelchair_accessible"
"4_506_20231101","5_1_20231101","4_1_5060512_1_161_20231101","29 上野市駅",,"0",,,,,"5",
"4_506_20231101","5_1_20231101","4_1_5060512_1_162_20231101","29 上野市駅",,"0",,,,,"5",
"4_506_20231101","5_2_20231101","4_2_5060512_1_250_20231101","29 上野市駅",,"0",,,,,"5",
"4_506_20231101","5_2_20231101","4_2_5060512_1_251_20231101","29 上野市駅",,"0",,,,,"5",
"4_506_20231101","5_2_20231101","4_2_5060512_1_252_20231101","29 上野市駅",,"0",,,,,"5",
"4_506_20231101","5_3_20231101","4_3_5060512_1_350_20231101","29 上野市駅",,"0",,,,,"5",
"4_506_20231101","5_3_20231101","4_3_5060512_1_351_20231101","29 上野市駅",,"0",,,,,"5",
"4_506_20231101","5_3_20231101","4_3_5060512_1_352_20231101","29 上野市駅",,"0",,,,,"5",
"4_508_20231101","5_1_20231101","4_1_5080111_2_167_20231101","治田西口",,"1",,,,,"5",
"4_508_20231101","5_1_20231101","4_1_5080112_1_1116_20231101","諏訪下出",,"0",,,,,"5",
"4_508_20231101","5_1_20231101","4_1_5080112_1_1117_20231101","諏訪下出",,"0",,,,,"5",
"4_508_20231101","5_1_20231101","4_1_5080211_2_169_20231101","上野市駅",,"1",,,,,"5",
"4_508_20231101","5_1_20231101","4_1_5080211_2_171_20231101","上野市駅",,"1",,,,,"5",
"4_508_20231101","5_1_20231101","4_1_5080212_1_1114_20231101","諏訪下出",,"0",,,,,"5",
"4_508_20231101","5_1_20231101","4_1_5080311_2_168_20231101","治田西口",,"1",,,,,"5",
"4_508_20231101","5_1_20231101","4_1_5080311_2_170_20231101","治田西口",,"1",,,,,"5",
"4_508_20231101","5_1_20231101","4_1_5080312_1_1115_20231101","上野市駅",,"0",,,,,"5",
"4_509_20231101","5_1_20231101","4_1_5090411_2_172_20231101","52 桃香野口",,"1",,,,,"5",
"4_509_20231101","5_1_20231101","4_1_5090411_2_173_20231101","52 桃香野口",,"1",,,,,"5",
"4_509_20231101","5_1_20231101","4_1_5090411_2_174_20231101","52 桃香野口",,"1",,,,,"5",
"4_509_20231101","5_2_20231101","4_2_5090411_2_253_20231101","52 桃香野口",,"1",,,,,"5",
"4_509_20231101","5_2_20231101","4_2_5090411_2_254_20231101","52 桃香野口",,"1",,,,,"5",
"4_509_20231101","5_3_20231101","4_3_5090411_2_353_20231101","52 桃香野口",,"1",,,,,"5",
"4_509_20231101","5_3_20231101","4_3_5090411_2_354_20231101","52 桃香野口",,"1",,,,,"5",
"4_509_20231101","5_1_20231101","4_1_5090412_1_175_20231101","52 上野市駅",,"0",,,,,"5",
"4_509_20231101","5_1_20231101","4_1_5090412_1_176_20231101","52 上野市駅",,"0",,,,,"5",
"4_509_20231101","5_1_20231101","4_1_5090412_1_177_20231101","52 上野市駅",,"0",,,,,"5",
"4_509_20231101","5_1_20231101","4_1_5090412_1_178_20231101","52 上野市駅",,"0",,,,,"5",
"4_509_20231101","5_2_20231101","4_2_5090412_1_256_20231101","52 上野市駅",,"0",,,,,"5",
"4_509_20231101","5_2_20231101","4_2_5090412_1_257_20231101","52 上野市駅",,"0",,,,,"5",
"4_509_20231101","5_3_20231101","4_3_5090412_1_356_20231101","52 上野市駅",,"0",,,,,"5",
"4_509_20231101","5_3_20231101","4_3_5090412_1_357_20231101","52 上野市駅",,"0",,,,,"5",
"4_509_20231101","5_1_20231101","4_1_5090511_2_179_20231101","53 桃香野口",,"1",,,,,"5",
"4_509_20231101","5_2_20231101","4_2_5090511_2_258_20231101","53 桃香野口",,"1",,,,,"5",
"4_509_20231101","5_3_20231101","4_3_5090511_2_358_20231101","53 桃香野口",,"1",,,,,"5",
"4_509_20231101","5_1_20231101","4_1_5090512_1_180_20231101","53 上野市駅",,"0",,,,,"5",
"4_509_20231101","5_1_20231101","4_1_5090611_2_181_20231101","52 桃香野口",,"1",,,,,"5",
"4_509_20231101","5_1_20231101","4_1_5090712_1_182_20231101","54 治田公民館",,"0",,,,,"5",
"4_510_20231101","5_1_20231101","4_1_5100211_2_185_20231101","71 上野市駅",,"1",,,,,"5",
"4_510_20231101","5_1_20231101","4_1_5100212_1_186_20231101","71 名張駅前",,"0",,,,,"5",
"4_510_20231101","5_1_20231101","4_1_5100311_2_189_20231101","71 伊賀上野駅前",,"1",,,,,"5",
"4_510_20231101","5_1_20231101","4_1_5100311_2_190_20231101","71 伊賀上野駅前",,"1",,,,,"5",
"4_510_20231101","5_1_20231101","4_1_5100311_2_1100_20231101","71 伊賀上野駅前",,"1",,,,,"5",
"4_510_20231101","5_2_20231101","4_2_5100311_2_264_20231101","71 伊賀上野駅前",,"1",,,,,"5",
"4_510_20231101","5_3_20231101","4_3_5100311_2_364_20231101","71 伊賀上野駅前",,"1",,,,,"5",
"4_510_20231101","5_1_20231101","4_1_5100312_1_1101_20231101","71 名張駅前",,"0",,,,,"5",
"4_510_20231101","5_1_20231101","4_1_5100312_1_1102_20231101","71 名張駅前",,"0",,,,,"5",
"4_510_20231101","5_1_20231101","4_1_5100312_1_1112_20231101","71 名張駅前",,"0",,,,,"5",
"4_510_20231101","5_1_20231101","4_1_5100312_1_1113_20231101","71 名張駅前",,"0",,,,,"5",
"4_510_20231101","5_2_20231101","4_2_5100312_1_272_20231101","71 名張駅前",,"0",,,,,"5",
"4_510_20231101","5_3_20231101","4_3_5100312_1_372_20231101","71 名張駅前",,"0",,,,,"5",
"4_510_20231101","5_1_20231101","4_1_5100411_2_1292_20231101","71 三交伊賀車庫",,"1",,,,,"5",
"4_510_20231101","5_1_20231101","4_1_5100412_1_1334_20231101","71 名張駅前",,"0",,,,,"5",
"4_510_20231101","5_1_20231101","4_1_5100711_2_183_20231101","上野市駅",,"1",,,,,"5",
"4_510_20231101","5_1_20231101","4_1_5100711_2_184_20231101","上野市駅",,"1",,,,,"5",
"4_510_20231101","5_2_20231101","4_2_5100711_2_260_20231101","上野市駅",,"1",,,,,"5",
"4_510_20231101","5_2_20231101","4_2_5100711_2_261_20231101","上野市駅",,"1",,,,,"5",
"4_510_20231101","5_3_20231101","4_3_5100711_2_360_20231101","上野市駅",,"1",,,,,"5",
"4_510_20231101","5_1_20231101","4_1_5100712_1_187_20231101","名張駅前",,"0",,,,,"5",
"4_510_20231101","5_1_20231101","4_1_5100712_1_188_20231101","名張駅前",,"0",,,,,"5",
"4_510_20231101","5_2_20231101","4_2_5100712_1_262_20231101","名張駅前",,"0",,,,,"5",
"4_510_20231101","5_2_20231101","4_2_5100712_1_263_20231101","名張駅前",,"0",,,,,"5",
"4_510_20231101","5_3_20231101","4_3_5100712_1_362_20231101","名張駅前",,"0",,,,,"5",
"4_510_20231101","5_1_20231101","4_1_5100811_2_191_20231101","伊賀上野駅前",,"1",,,,,"5",
"4_510_20231101","5_1_20231101","4_1_5100811_2_192_20231101","伊賀上野駅前",,"1",,,,,"5",
"4_510_20231101","5_1_20231101","4_1_5100811_2_193_20231101","伊賀上野駅前",,"1",,,,,"5",
"4_510_20231101","5_1_20231101","4_1_5100811_2_194_20231101","伊賀上野駅前",,"1",,,,,"5",
"4_510_20231101","5_1_20231101","4_1_5100811_2_196_20231101","伊賀上野駅前",,"1",,,,,"5",
"4_510_20231101","5_1_20231101","4_1_5100811_2_197_20231101","伊賀上野駅前",,"1",,,,,"5",
"4_510_20231101","5_1_20231101","4_1_5100811_2_198_20231101","伊賀上野駅前",,"1",,,,,"5",
"4_510_20231101","5_1_20231101","4_1_5100811_2_199_20231101","伊賀上野駅前",,"1",,,,,"5",
"4_510_20231101","5_2_20231101","4_2_5100811_2_265_20231101","伊賀上野駅前",,"1",,,,,"5",
"4_510_20231101","5_2_20231101","4_2_5100811_2_267_20231101","伊賀上野駅前",,"1",,,,,"5",
"4_510_20231101","5_2_20231101","4_2_5100811_2_268_20231101","伊賀上野駅前",,"1",,,,,"5",
"4_510_20231101","5_2_20231101","4_2_5100811_2_2547_20231101","伊賀上野駅前",,"1",,,,,"5",
"4_510_20231101","5_2_20231101","4_2_5100811_2_271_20231101","伊賀上野駅前",,"1",,,,,"5",
"4_510_20231101","5_3_20231101","4_3_5100811_2_365_20231101","伊賀上野駅前",,"1",,,,,"5",
"4_510_20231101","5_3_20231101","4_3_5100811_2_367_20231101","伊賀上野駅前",,"1",,,,,"5",
"4_510_20231101","5_3_20231101","4_3_5100811_2_3598_20231101","伊賀上野駅前",,"1",,,,,"5",
"4_510_20231101","5_3_20231101","4_3_5100811_2_371_20231101","伊賀上野駅前",,"1",,,,,"5",
"4_510_20231101","5_1_20231101","4_1_5100812_1_1103_20231101","名張駅前",,"0",,,,,"5",
"4_510_20231101","5_1_20231101","4_1_5100812_1_1104_20231101","名張駅前",,"0",,,,,"5",
"4_510_20231101","5_1_20231101","4_1_5100812_1_1105_20231101","名張駅前",,"0",,,,,"5",
"4_510_20231101","5_1_20231101","4_1_5100812_1_1106_20231101","名張駅前",,"0",,,,,"5",
"4_510_20231101","5_1_20231101","4_1_5100812_1_1107_20231101","名張駅前",,"0",,,,,"5",
"4_510_20231101","5_1_20231101","4_1_5100812_1_1109_20231101","名張駅前",,"0",,,,,"5",
"4_510_20231101","5_1_20231101","4_1_5100812_1_1110_20231101","名張駅前",,"0",,,,,"5",
"4_510_20231101","5_1_20231101","4_1_5100812_1_1111_20231101","名張駅前",,"0",,,,,"5",
"4_510_20231101","5_2_20231101","4_2_5100812_1_273_20231101","名張駅前",,"0",,,,,"5",
"4_510_20231101","5_2_20231101","4_2_5100812_1_274_20231101","名張駅前",,"0",,,,,"5",
"4_510_20231101","5_2_20231101","4_2_5100812_1_276_20231101","名張駅前",,"0",,,,,"5",
"4_510_20231101","5_2_20231101","4_2_5100812_1_277_20231101","名張駅前",,"0",,,,,"5",
"4_510_20231101","5_2_20231101","4_2_5100812_1_2548_20231101","名張駅前",,"0",,,,,"5",
"4_510_20231101","5_3_20231101","4_3_5100812_1_373_20231101","名張駅前",,"0",,,,,"5",
"4_510_20231101","5_3_20231101","4_3_5100812_1_374_20231101","名張駅前",,"0",,,,,"5",
"4_510_20231101","5_3_20231101","4_3_5100812_1_376_20231101","名張駅前",,"0",,,,,"5",
"4_510_20231101","5_3_20231101","4_3_5100812_1_3599_20231101","名張駅前",,"0",,,,,"5",
"4_510_20231101","5_1_20231101","4_1_5100912_1_12637_20231101","岡波総合病院",,"0",,,,,"5",
"4_510_20231101","5_1_20231101","4_1_5100912_1_12638_20231101","岡波総合病院",,"0",,,,,"5",
"4_510_20231101","5_1_20231101","4_1_5101001_2_12639_20231101","岡波総合病院",,"1",,,,,"5",
"4_513_20231101","5_1_20231101","4_1_5130111_2_1118_20231101","西山",,"1",,,,,"5",
"4_513_20231101","5_1_20231101","4_1_5130111_2_1119_20231101","西山",,"1",,,,,"5",
"4_513_20231101","5_1_20231101","4_1_5130111_2_1120_20231101","西山",,"1",,,,,"5",
"4_513_20231101","5_1_20231101","4_1_5130111_2_1121_20231101","西山",,"1",,,,,"5",
"4_513_20231101","5_2_20231101","4_2_5130111_2_282_20231101","西山",,"1",,,,,"5",
"4_513_20231101","5_2_20231101","4_2_5130111_2_283_20231101","西山",,"1",,,,,"5",
"4_513_20231101","5_2_20231101","4_2_5130111_2_284_20231101","西山",,"1",,,,,"5",
"4_513_20231101","5_2_20231101","4_2_5130111_2_285_20231101","西山",,"1",,,,,"5",
"4_513_20231101","5_1_20231101","4_1_5130112_1_1129_20231101","上野市駅",,"0",,,,,"5",
"4_513_20231101","5_1_20231101","4_1_5130112_1_1130_20231101","上野市駅",,"0",,,,,"5",
"4_513_20231101","5_1_20231101","4_1_5130112_1_1131_20231101","上野市駅",,"0",,,,,"5",
"4_513_20231101","5_1_20231101","4_1_5130112_1_1132_20231101","上野市駅",,"0",,,,,"5",
"4_513_20231101","5_2_20231101","4_2_5130112_1_292_20231101","上野市駅",,"0",,,,,"5",
"4_513_20231101","5_2_20231101","4_2_5130112_1_293_20231101","上野市駅",,"0",,,,,"5",
"4_513_20231101","5_2_20231101","4_2_5130112_1_294_20231101","上野市駅",,"0",,,,,"5",
"4_513_20231101","5_2_20231101","4_2_5130112_1_295_20231101","上野市駅",,"0",,,,,"5",
"4_513_20231101","5_1_20231101","4_1_5130211_2_1122_20231101","中矢",,"1",,,,,"5",
"4_513_20231101","5_1_20231101","4_1_5130211_2_1123_20231101","中矢",,"1",,,,,"5",
"4_513_20231101","5_1_20231101","4_1_5130211_2_1124_20231101","中矢",,"1",,,,,"5",
"4_513_20231101","5_2_20231101","4_2_5130211_2_286_20231101","中矢",,"1",,,,,"5",
"4_513_20231101","5_2_20231101","4_2_5130211_2_287_20231101","中矢",,"1",,,,,"5",
"4_513_20231101","5_2_20231101","4_2_5130211_2_288_20231101","中矢",,"1",,,,,"5",
"4_513_20231101","5_1_20231101","4_1_5130212_1_1246_20231101","上野市駅",,"0",,,,,"5",
"4_513_20231101","5_1_20231101","4_1_5130212_1_1247_20231101","上野市駅",,"0",,,,,"5",
"4_513_20231101","5_2_20231101","4_2_5130212_1_296_20231101","上野市駅",,"0",,,,,"5",
"4_513_20231101","5_2_20231101","4_2_5130212_1_297_20231101","上野市駅",,"0",,,,,"5",
"4_513_20231101","5_1_20231101","4_1_5130311_2_1128_20231101","中矢",,"1",,,,,"5",
"4_513_20231101","5_2_20231101","4_2_5130311_2_2481_20231101","中矢",,"1",,,,,"5",
"4_513_20231101","5_1_20231101","4_1_5130312_1_1133_20231101","上野市駅",,"0",,,,,"5",
"4_513_20231101","5_1_20231101","4_1_5130312_1_1145_20231101","上野市駅",,"0",,,,,"5",
"4_513_20231101","5_2_20231101","4_2_5130312_1_2477_20231101","上野市駅",,"0",,,,,"5",
"4_513_20231101","5_2_20231101","4_2_5130312_1_2480_20231101","上野市駅",,"0",,,,,"5",
"4_516_20231101","5_1_20231101","4_1_5160311_2_1135_20231101","62 名古屋（名鉄バスセンター）",,"1",,,,,"5",
"4_516_20231101","5_1_20231101","4_1_5160311_2_1804_20231101","62 名古屋（名鉄バスセンター）",,"1",,,,,"5",
"4_516_20231101","5_1_20231101","4_1_5160311_2_1138_20231101","62 名古屋（名鉄バスセンター）",,"1",,,,,"5",
"4_516_20231101","5_1_20231101","4_1_5160311_2_1139_20231101","62 名古屋（名鉄バスセンター）",,"1",,,,,"5",
"4_516_20231101","5_1_20231101","4_1_5160311_2_1140_20231101","62 名古屋（名鉄バスセンター）",,"1",,,,,"5",
"4_516_20231101","5_1_20231101","4_1_5160311_2_1141_20231101","62 名古屋（名鉄バスセンター）",,"1",,,,,"5",
"4_516_20231101","5_2_20231101","4_2_5160311_2_298_20231101","62 名古屋（名鉄バスセンター）",,"1",,,,,"5",
"4_516_20231101","5_2_20231101","4_2_5160311_2_2101_20231101","62 名古屋（名鉄バスセンター）",,"1",,,,,"5",
"4_516_20231101","5_2_20231101","4_2_5160311_2_2102_20231101","62 名古屋（名鉄バスセンター）",,"1",,,,,"5",
"4_516_20231101","5_2_20231101","4_2_5160311_2_2104_20231101","62 名古屋（名鉄バスセンター）",,"1",,,,,"5",
"4_516_20231101","5_3_20231101","4_3_5160311_2_382_20231101","62 名古屋（名鉄バスセンター）",,"1",,,,,"5",
"4_516_20231101","5_3_20231101","4_3_5160311_2_385_20231101","62 名古屋（名鉄バスセンター）",,"1",,,,,"5",
"4_516_20231101","5_3_20231101","4_3_5160311_2_386_20231101","62 名古屋（名鉄バスセンター）",,"1",,,,,"5",
"4_516_20231101","5_3_20231101","4_3_5160311_2_388_20231101","62 名古屋（名鉄バスセンター）",,"1",,,,,"5",
"4_516_20231101","5_1_20231101","4_1_5160312_1_1144_20231101","62 三交上野車庫",,"0",,,,,"5",
"4_516_20231101","5_1_20231101","4_1_5160312_1_1805_20231101","62 三交上野車庫",,"0",,,,,"5",
"4_516_20231101","5_1_20231101","4_1_5160312_1_1148_20231101","62 三交上野車庫",,"0",,,,,"5",
"4_516_20231101","5_1_20231101","4_1_5160312_1_1149_20231101","62 三交上野車庫",,"0",,,,,"5",
"4_516_20231101","5_1_20231101","4_1_5160312_1_1150_20231101","62 三交上野車庫",,"0",,,,,"5",
"4_516_20231101","5_1_20231101","4_1_5160312_1_1151_20231101","62 三交上野車庫",,"0",,,,,"5",
"4_516_20231101","5_2_20231101","4_2_5160312_1_2106_20231101","62 三交上野車庫",,"0",,,,,"5",
"4_516_20231101","5_2_20231101","4_2_5160312_1_2109_20231101","62 三交上野車庫",,"0",,,,,"5",
"4_516_20231101","5_2_20231101","4_2_5160312_1_2110_20231101","62 三交上野車庫",,"0",,,,,"5",
"4_516_20231101","5_2_20231101","4_2_5160312_1_2112_20231101","62 三交上野車庫",,"0",,,,,"5",
"4_516_20231101","5_3_20231101","4_3_5160312_1_390_20231101","62 三交上野車庫",,"0",,,,,"5",
"4_516_20231101","5_3_20231101","4_3_5160312_1_393_20231101","62 三交上野車庫",,"0",,,,,"5",
"4_516_20231101","5_3_20231101","4_3_5160312_1_394_20231101","62 三交上野車庫",,"0",,,,,"5",
"4_516_20231101","5_3_20231101","4_3_5160312_1_396_20231101","62 三交上野車庫",,"0",,,,,"5",
"4_518_20231101","5_1_20231101","4_1_5180111_2_1153_20231101","16 高山",,"1",,,,,"5",
"4_518_20231101","5_1_20231101","4_1_5180111_2_1154_20231101","16 高山",,"1",,,,,"5",
"4_518_20231101","5_2_20231101","4_2_5180111_2_2114_20231101","16 高山",,"1",,,,,"5",
"4_518_20231101","5_2_20231101","4_2_5180111_2_2115_20231101","16 高山",,"1",,,,,"5",
"4_518_20231101","5_1_20231101","4_1_5180112_1_1155_20231101","16 上野市駅",,"0",,,,,"5",
"4_518_20231101","5_2_20231101","4_2_5180112_1_2116_20231101","16 上野市駅",,"0",,,,,"5",
"4_518_20231101","5_2_20231101","4_2_5180112_1_2117_20231101","16 上野市駅",,"0",,,,,"5",
"4_518_20231101","5_1_20231101","4_1_5180211_2_1156_20231101","16 高山",,"1",,,,,"5",
"4_518_20231101","5_1_20231101","4_1_5180211_2_1157_20231101","16 高山",,"1",,,,,"5",
"4_518_20231101","5_1_20231101","4_1_5180212_1_1158_20231101","16 上野市駅",,"0",,,,,"5",
"4_518_20231101","5_1_20231101","4_1_5180212_1_1159_20231101","16 上野市駅",,"0",,,,,"5",
"4_518_20231101","5_1_20231101","4_1_5180312_1_1160_20231101","16 上野市駅",,"0",,,,,"5",
"4_518_20231101","5_1_20231101","4_1_5180411_2_1161_20231101","16 上野市駅",,"1",,,,,"5",
"4_518_20231101","5_1_20231101","4_1_5180411_2_1162_20231101","16 上野市駅",,"1",,,,,"5",
"4_518_20231101","5_2_20231101","4_2_5180411_2_2118_20231101","16 上野市駅",,"1",,,,,"5",
"4_518_20231101","5_2_20231101","4_2_5180411_2_2119_20231101","16 上野市駅",,"1",,,,,"5",
"4_519_20231101","5_1_20231101","4_1_5190111_2_1163_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_1_20231101","4_1_5190111_2_1169_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_1_20231101","4_1_5190111_2_1170_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_1_20231101","4_1_5190111_2_1171_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_1_20231101","4_1_5190111_2_1172_20231101","80 桐が丘",,"1",,,,,"5",
